headword,meaning_ja,zhuyin,pinyin,pos,tocfl_level,taiwan_usage,source,entry_type,scene_tags,notes,en_ref
項目,項目/計画/種目,ㄒㄧㄤˋ ㄇㄨˋ,xiàngmù,名詞,6,common,ai,word,,,item; project; (sports) event
想念,恋しく思う,ㄒㄧㄤˇ ㄋㄧㄢˋ,xiǎngniàn,状態動詞,6,common,ai,word,,,to miss; to remember with longing; to long to see again
相親,見合い/深く愛する,ㄒㄧㄤˋ ㄑㄧㄣ,xiàngqīn,離合動詞,6,common,ai,word,,,blind date; arranged interview to evaluate a proposed marriage partner (Taiwan pr. [xiang4 qin1]); to be deeply attached
相親相愛,仲睦まじい,ㄒㄧㄤ ㄑㄧㄣ ㄒㄧㄢ ㄍㄞˋ,xiāngqīnxiāngài,状態動詞(形容詞),6,common,ai,word,,,"(idiom) (of siblings, spouses etc) very close to each other; inseparable; devoted to each other"
享受,享受する/楽しむ,ㄒㄧㄤˇ ㄕㄡˋ,xiǎngshòu,状態動詞,6,common,ai,word,,,to enjoy; to live it up; pleasure
相似,似ている,ㄒㄧㄤ ㄙˋ,xiāngsì,状態動詞(形容詞),6,common,ai,word,,,similar; alike
響應,応じる/呼応する,ㄒㄧㄤˇ ㄧㄥˋ,xiǎngyìng,動詞,6,common,ai,word,,,to respond to; answer; CL:個|个[ge4]
享有,権利などを有する,ㄒㄧㄤˇ ㄧㄡˇ,xiǎngyǒu,状態動詞,6,common,ai,word,,,"to enjoy (rights, privileges etc)"
鮮花,生花,ㄒㄧㄢ ㄏㄨㄚ,xiānhuā,名詞,6,common,ai,word,,,flower; fresh flowers; CL:朵[duo3]
先進,先進的/模範的な,ㄒㄧㄢ ㄐㄧㄣˋ / ㄒㄧㄢ ㄐㄧㄣˋ,xiānjìn / xiānjìn,状態動詞(形容詞)/名詞,6,common,ai,word,,多音字/多義語: 複数の発音・意味を統合,sophisticated; advanced (technology etc); meritorious; exemplary (deeds etc)
羨慕,羨む/憧れる,ㄒㄧㄢˋ ㄇㄨˋ,xiànmù,状態動詞,6,common,ai,word,,,to envy; to admire
鮮奶,生乳/牛乳,ㄒㄧㄢ ㄋㄞˇ,xiānnǎi,名詞,6,common,ai,word,,,fresh milk
顯然,明らかに,ㄒㄧㄢˇ ㄖㄢˊ,xiǎnrán,副詞,6,common,ai,word,,,clearly; evidently; obviously
顯示,示す/表示する,ㄒㄧㄢˇ ㄕˋ,xiǎnshì,動詞,6,common,ai,word,,,to show; to illustrate; to display
鮮血,血,ㄒㄧㄢ ㄒㄧㄝˇ,xiānxiě,名詞,6,common,ai,word,,,blood
顯著,著しい/目立つ,ㄒㄧㄢˇ ㄓㄨˋ,xiǎnzhù,状態動詞(形容詞),6,common,ai,word,,,outstanding; notable; remarkable
消,消える/減らす/消費する,ㄒㄧㄠ,xiāo,変化動詞,6,common,ai,word,,,to diminish; to subside; to consume; to reduce; to idle away (the time)
小便,排尿/小便,ㄒㄧㄠˇ ㄅㄧㄢˋ,xiǎobiàn,自動詞,6,common,ai,word,,,urine; to urinate; (euphemism) penis or vulva
校車,スクールバス,ㄒㄧㄠˋ ㄔㄜ,xiàochē,名詞,6,common,ai,word,,,school bus
消除,取り除く/解消する,ㄒㄧㄠ ㄔㄨˊ,xiāochú,動詞,6,common,ai,word,,,to eliminate; to remove
曉得,知っている,ㄒㄧㄠˇ ˙ㄉㄜ,xiǎode,状態動詞,6,common,ai,word,,,to know
小販,行商人/露天商,ㄒㄧㄠˇ ㄈㄢˋ,xiǎofàn,名詞,6,common,ai,word,,,peddler; hawker
消費,消費する,ㄒㄧㄠ ㄈㄟˋ,xiāofèi,名詞/動詞,6,common,ai,word,,,"to consume (goods and services, resources etc)"
消化,消化する/吸収する,ㄒㄧㄠ ㄏㄨㄚˋ,xiāohuà,動詞,6,common,ai,word,,,to digest (food); (fig.) to absorb (information etc); to assimilate; to process
消極,消極的,ㄒㄧㄠ ㄐㄧˊ,xiāojí,状態動詞(形容詞),6,common,ai,word,,,negative; passive; inactive
效率,効率,ㄒㄧㄠˋ ㄌㄩˋ,xiàolǜ,名詞,6,common,ai,word,,,efficiency
銷路,売れ行き,ㄒㄧㄠ ㄌㄨˋ,xiāolù,名詞,6,common,ai,word,,,sale; market; state of the market
小麥,小麦,ㄒㄧㄠˇ ㄇㄞˋ,xiǎomài,名詞,6,common,ai,word,,,wheat; CL:粒[li4]
消滅,滅ぼす/消滅させる,ㄒㄧㄠ ㄇㄧㄝˋ,xiāomiè,変化動詞,6,common,ai,word,,,to put an end to; to annihilate; to cause to perish
小氣,けち/器が小さい,ㄒㄧㄠˇ ㄑㄧˋ,xiǎoqì,状態動詞(形容詞),6,common,ai,word,,,stingy; miserly; narrow-minded
笑容,笑顔,ㄒㄧㄠˋ ㄖㄨㄥˊ,xiàoróng,名詞,6,common,ai,word,,,smile; smiling expression; CL:副[fu4]
消失,消える,ㄒㄧㄠ ㄕ,xiāoshī,変化動詞,6,common,ai,word,,,to disappear; to fade away
銷售,販売する,ㄒㄧㄠ ㄕㄡˋ,xiāoshòu,動詞,6,common,ai,word,,,"to sell; to market; sales (representative, agreement etc)"
小腿,すね,ㄒㄧㄠˇ ㄊㄨㄟˇ,xiǎotuǐ,名詞,6,common,ai,word,,,lower leg (from knee to ankle); shank
消夜,夜食,ㄒㄧㄠ ㄧㄝˋ,xiāoyè,名詞,6,common,ai,word,,原表記: 消夜/宵夜,nighttime snack; late-night supper
校友,卒業生/同窓生,ㄒㄧㄠˋ ㄧㄡˇ,xiàoyǒu,名詞,6,common,ai,word,,,schoolmate; alumnus; alumna
小子,若造/息子,ㄒㄧㄠˇ ˙ㄗ,xiǎozi,名詞,6,common,ai,word,,,"(literary) youngster; (old) young fellow (term of address used by the older generation); (old) I, me (used in speaking t ‖ (coll.) boy"
下棋,囲碁や将棋をする,ㄒㄧㄚˋ ㄑㄧˊ,xiàqí,離合動詞,6,common,ai,word,,,to play chess
下去,下りる/続ける,ㄒㄧㄚˋ ㄑㄩˋ,xiàqù,助詞,6,common,ai,word,,,to go down; to descend; to go on
下午茶,アフタヌーンティー,ㄒㄧㄚˋ ㄨˇ ㄔㄚˊ,xiàwǔchá,名詞,6,common,ai,word,,,"afternoon tea (light afternoon meal, typically pastries with tea or coffee)"
下游,下流/下位,ㄒㄧㄚˋ ㄧㄡˊ,xiàyóu,名詞,6,common,ai,word,,,lower reaches (of a river); lower level; lower echelon
斜,斜め,ㄒㄧㄝˊ,xié,状態動詞(形容詞),6,common,ai,word,,,inclined; slanting; oblique
歇,休む,ㄒㄧㄝ,xiē,自動詞,6,common,ai,word,,,to rest; to take a break; to stop
血型,血液型,ㄒㄧㄝˇ ㄒㄧㄥˊ,xiěxíng,名詞,6,common,ai,word,,,blood group; blood type
寫作,執筆する/文章を書く,ㄒㄧㄝˇ ㄗㄨㄛˋ,xiězuò,自動詞,6,common,ai,word,,,to write; to compose; writing
媳婦,息子の妻/嫁,ㄒㄧˊ ㄈㄨˋ,xífù,名詞,6,common,ai,word,,,daughter-in-law; wife of a younger brother or relative of the younger generation ‖ (dialect) wife
細節,詳細/細部,ㄒㄧˋ ㄐㄧㄝˊ,xìjié,名詞,6,common,ai,word,,,details; particulars
喜酒,結婚披露宴,ㄒㄧˇ ㄐㄧㄡˇ,xǐjiǔ,名詞,6,common,ai,word,,,wedding feast; liquor drunk at a wedding feast
系列,シリーズ/一連,ㄒㄧˋ ㄌㄧㄝˋ,xìliè,名詞,6,common,ai,word,,,series; set
行程,旅程/行程,ㄒㄧㄥˊ ㄔㄥˊ,xíngchéng,名詞,6,common,ai,word,,,journey; travel route; distance of travel; course (of history); stroke (of a piston)
形成,形成される,ㄒㄧㄥˊ ㄔㄥˊ,xíngchéng,変化動詞,6,common,ai,word,,,to form; to take shape
星光,星明かり,ㄒㄧㄥ ㄍㄨㄤ,xīngguāng,名詞,6,common,ai,word,,,starlight
行人,歩行者,ㄒㄧㄥˊ ㄖㄣˊ,xíngrén,名詞,6,common,ai,word,,,pedestrian; traveler on foot; passer-by
形式,形式/外見,ㄒㄧㄥˊ ㄕˋ,xíngshì,名詞,6,common,ai,word,,,outer appearance; form; shape
形象,イメージ/印象,ㄒㄧㄥˊ ㄒㄧㄤˋ,xíngxiàng,名詞,6,common,ai,word,,,image; form; figure
性質,性質/本質,ㄒㄧㄥˋ ㄓˊ,xìngzhí,名詞,6,common,ai,word,,,nature; characteristic; CL:個|个[ge4]
形狀,形状/形,ㄒㄧㄥˊ ㄓㄨㄤˋ,xíngzhuàng,名詞,6,common,ai,word,,,form; shape; CL:個|个[ge4]
信號,信号,ㄒㄧㄣˋ ㄏㄠˋ,xìnhào,名詞,6,common,ai,word,,,signal
心靈,精神/心,ㄒㄧㄣ ㄌㄧㄥˊ,xīnlíng,名詞,6,common,ai,word,,,bright; smart; quick-witted
心目中,心の中/目から見て,ㄒㄧㄣ ㄇㄨˋ ㄓㄨㄥ,xīnmùzhōng,名詞,6,common,ai,word,,,in one's eyes; in one's estimation
新娘,新婦/花嫁,ㄒㄧㄣ ㄋㄧㄤˊ,xīnniáng,名詞,6,common,ai,word,,,bride
信任,信頼する,ㄒㄧㄣˋ ㄖㄣˋ,xìnrèn,状態動詞,6,common,ai,word,,,to trust; to have confidence in
心聲,本音/心の声,ㄒㄧㄣ ㄕㄥ,xīnshēng,名詞,6,common,ai,word,,,heartfelt wish; inner voice; aspiration
新式,新型の/新しい様式の,ㄒㄧㄣ ㄕˋ,xīnshì,状態動詞(連体用),6,common,ai,word,,,new style; latest type
薪水,給料,ㄒㄧㄣ ㄕㄨㄟˇ,xīnshuǐ,名詞,6,common,ai,word,,,salary; wage
心跳,心拍/鼓動,ㄒㄧㄣ ㄊㄧㄠˋ,xīntiào,名詞,6,common,ai,word,,,heartbeat; pulse
新興,新興の,ㄒㄧㄣ ㄒㄧㄥ,xīnxīng,状態動詞(連体用),6,common,ai,word,,,"Xinxing county in Yunfu 雲浮|云浮[Yun2 fu2], Guangdong; Xinxing or Hsinhsing district of Kaohsiung city 高雄市[Gao1 xiong2 shi4 ‖ (of markets, industries, infectious dise"
信仰,信仰/信じること,ㄒㄧㄣˋ ㄧㄤˇ,xìnyǎng,名詞/状態動詞,6,common,ai,word,,,to believe in (a religion); firm belief; conviction
心臟,心臓,ㄒㄧㄣ ㄗㄤˋ,xīnzàng,名詞,6,common,ai,word,,,"heart; CL:顆|颗[ke1],個|个[ge4]"
雄偉,雄大な/壮大な,ㄒㄩㄥˊ ㄨㄟˇ,xióngwěi,状態動詞(形容詞),6,common,ai,word,,,grand; imposing; magnificent
吸取,吸収する/取り入れる,ㄒㄧ ㄑㄩˇ,xīqǔ,動詞,6,common,ai,word,,,"to absorb; to draw (a lesson, insight etc); to assimilate"
吸食,吸い込む/摂取する,ㄒㄧ ㄕˊ,xīshí,動詞,6,common,ai,word,,,"(of an insect) to drink (nectar, sap, blood etc); (of a person) to take (a narcotic drug); to drink through a straw"
休假,休暇を取る,ㄒㄧㄡ ㄐㄧㄚˋ,xiūjià,離合動詞,6,common,ai,word,,,to go on vacation; to have a holiday; to take leave
休閒,レジャー/余暇,ㄒㄧㄡ ㄒㄧㄢˊ,xiūxián,自動詞,6,common,ai,word,,,leisure; relaxation; not working
修正,修正する,ㄒㄧㄡ ㄓㄥˋ,xiūzhèng,動詞,6,common,ai,word,,,to revise; to amend; to rectify
細小,非常に小さい/微細な,ㄒㄧˋ ㄒㄧㄠˇ,xìxiǎo,状態動詞(形容詞),6,common,ai,word,,,tiny; fine; minute
吸菸,喫煙する,ㄒㄧ ㄧㄢ,xīyān,離合動詞,6,common,ai,word,,,
西裝,スーツ/洋服,ㄒㄧ ㄓㄨㄤ,xīzhuāng,名詞,6,common,ai,word,,,suit; Western-style clothes; CL:套[tao4]
許,許可する/約束する,ㄒㄩˇ / ㄒㄩˇ,xǔ / xǔ,動詞/名詞,6,common,ai,word,,多音字/多義語: 複数の発音・意味を統合,to allow; to permit; to promise
懸,吊るす/懸念する,ㄒㄩㄢˊ,xuán,動詞,6,common,ai,word,,,to hang or suspend; to worry; public announcement
宣布,宣言する/発表する,ㄒㄩㄢ ㄅㄨˋ,xuānbù,動詞,6,common,ai,word,,原表記: 宣布/宣佈,to declare; to announce; to proclaim
宣傳,宣伝する/広報,ㄒㄩㄢ ㄔㄨㄢˊ,xuānchuán,名詞/動詞,6,common,ai,word,,,to disseminate; to give publicity to; propaganda
選手,選手/出場者,ㄒㄩㄢˇ ㄕㄡˇ,xuǎnshǒu,名詞,6,common,ai,word,,,athlete; contestant
靴,ブーツ/靴,ㄒㄩㄝ(ㄗ˙),xuē(zi),名詞,6,common,ai,word,,原表記: 靴(子),boots
雪花,雪の結晶,ㄒㄩㄝˇ ㄏㄨㄚ,xuěhuā,名詞,6,common,ai,word,,,snowflake
削減,削減する,ㄒㄩㄝˋ ㄐㄧㄢˇ,xuèjiǎn,動詞,6,common,ai,word,,,to cut down; to reduce; to lower
學歷,学歴,ㄒㄩㄝˊ ㄌㄧˋ,xuélì,名詞,6,common,ai,word,,,educational background; academic qualifications
學術,学術,ㄒㄩㄝˊ ㄕㄨˋ,xuéshù,名詞,6,common,ai,word,,,learning; science; academic
學位,学位,ㄒㄩㄝˊ ㄨㄟˋ,xuéwèi,名詞,6,common,ai,word,,,academic degree; place in school
學業,学業,ㄒㄩㄝˊ ㄧㄝˋ,xuéyè,名詞,6,common,ai,word,,,studies; schoolwork
學者,学者,ㄒㄩㄝˊ ㄓㄜˇ,xuézhě,名詞,6,common,ai,word,,,scholar
尋,探す/求める,ㄒㄩㄣˊ,xún,動詞,6,common,ai,word,,,to search; to look for; to seek
循環,循環する/循環,ㄒㄩㄣˊ ㄏㄨㄢˊ / ㄒㄩㄣˊ ㄏㄨㄢˊ,xúnhuán / xúnhuán,自動詞/名詞,6,common,ai,word,,多音字/多義語: 複数の発音・意味を統合,to cycle; to circulate; circle
迅速,迅速な/速い,ㄒㄩㄣˋ ㄙㄨˋ,xùnsù,状態動詞(形容詞),6,common,ai,word,,,rapid; speedy; fast
許願,願い事をする,ㄒㄩˇ ㄩㄢˋ,xǔyuàn,離合動詞,6,common,ai,word,,,to make a wish; to make a vow; to promise a reward
須知,注意事項/心得,ㄒㄩ ㄓ,xūzhī,名詞,6,common,ai,word,,,key information; instructions; it must be borne in mind
壓,押す/圧迫する,ㄧㄚ,yā,動詞,6,common,ai,word,,,to press; to push down; to keep under (control)
壓力,圧力,ㄧㄚ ㄌㄧˋ,yālì,名詞,6,common,ai,word,,,pressure
煙,煙/タバコ,ㄧㄢ,yān,名詞,6,common,ai,word,,原表記: 煙/菸,cigarette or pipe tobacco; CL:根[gen1]; smoke
沿,沿って,ㄧㄢˊ,yán,介詞(前置詞),6,common,ai,word,,,"along; to follow (a line, tradition etc); to carry on"
嚴,厳しい/厳重な,ㄧㄢˊ,yán,状態動詞(形容詞),6,common,ai,word,,,tight (closely sealed); stern; strict
鹽巴,食塩,ㄧㄢˊ ㄅㄚ,yánbā,名詞,6,common,ai,word,,,table salt
延長,延長する,ㄧㄢˊ ㄔㄤˊ,yáncháng,動詞,6,common,ai,word,,,"Yanchang county in Yan'an 延安[Yan2 an1], Shaanxi ‖ to prolong"
演唱,歌う/歌唱する,ㄧㄢˇ ㄔㄤˋ,yǎnchàng,動詞,6,common,ai,word,,,to sing (for an audience); vocal performance
癢,かゆい,ㄧㄤˇ,yǎng,状態動詞(形容詞),6,common,ai,word,,,to itch; to tickle
掩蓋,隠す/覆い隠す,ㄧㄢˇ ㄍㄞˋ,yǎngài,動詞,6,common,ai,word,,,to conceal; to hide behind; to cover up
嚴格,厳格な,ㄧㄢˊ ㄍㄜˊ,yángé,状態動詞(形容詞),6,common,ai,word,,,strict; stringent; tight
樣品,サンプル/見本,ㄧㄤˋ ㄆㄧㄣˇ,yàngpǐn,名詞,6,common,ai,word,,,sample; specimen
氧氣,酸素,ㄧㄤˇ ㄑㄧˋ,yǎngqì,名詞,6,common,ai,word,,,oxygen
宴會,宴会/パーティー,ㄧㄢˋ ㄏㄨㄟˋ,yànhuì,名詞,6,common,ai,word,,,banquet; feast; dinner party
研究所,研究所/大学院,ㄧㄢˊ ㄐㄧㄡˋ ㄙㄨㄛˇ,yánjiùsuǒ,名詞,6,common,ai,word,,,research institute; graduate studies; graduate school
嚴肅,厳粛な/真面目な,ㄧㄢˊ ㄙㄨˋ,yánsù,状態動詞(形容詞),6,common,ai,word,,,(of an atmosphere etc) solemn; grave; serious; (of a manner etc) earnest; severe; exacting; to strictly enforce
厭惡,嫌う/嫌悪する,ㄧㄢˋ ㄨˋ,yànwù,状態動詞(形容詞),6,common,ai,word,,,to loathe; to hate; disgusted with sth
演奏,演奏する,ㄧㄢˇ ㄗㄡˋ,yǎnzòu,動詞,6,common,ai,word,,,to perform on a musical instrument
搖,揺らす/振る,ㄧㄠˊ,yáo,動詞,6,common,ai,word,,,to shake; to rock; to row
喲,ねえ/よ（感嘆詞）,ㄧㄠ,yāo,助詞,6,common,ai,word,,,Oh! (interjection indicating slight surprise); also pr. [yao1] ‖ (sentence-final particle expressing exho
搖擺,揺れる/ぐらつく,ㄧㄠˊ ㄅㄞˇ,yáobǎi,動詞,6,common,ai,word,,,to sway; to wobble; to waver
要不,さもなければ/あるいは,ㄧㄠˋ ㄅㄨˋ,yàobù,接続詞,6,common,ai,word,,,otherwise; or else; how about...?
藥方,処方箋,ㄧㄠˋ ㄈㄤ,yàofāng,名詞,6,common,ai,word,,,prescription
要好,仲が良い,ㄧㄠˋ ㄏㄠˇ,yàohǎo,状態動詞(形容詞),6,common,ai,word,,,to be on good terms; to be close friends; striving for self-improvement
要命,死ぬほど/ひどく,ㄧㄠˋ ㄇㄧㄥˋ,yàomìng,状態動詞(形容詞),6,common,ai,word,,,to cause sb's death; extremely; terribly; (used in complaining about sth) to be a nuisance
藥水,液体薬,ㄧㄠˋ ㄕㄨㄟˇ,yàoshuǐ,名詞,6,common,ai,word,,,"Yaksu in North Korea, near the border with Liaoning and Jiling province ‖ medicine in liquid form"
搖頭,首を横に振る,ㄧㄠˊ ㄊㄡˊ,yáotóu,離合動詞,6,common,ai,word,,,to shake one's head
藥物,薬物/医薬品,ㄧㄠˋ ㄨˋ,yàowù,名詞,6,common,ai,word,,,medicaments; pharmaceuticals; medication
壓迫,圧迫する/抑圧する,ㄧㄚ ㄆㄛˋ,yāpò,動詞,6,common,ai,word,,,to oppress; to repress; to constrict
野,野性の/野放図な,ㄧㄝˇ,yě,状態動詞(形容詞),6,common,ai,word,,,field; plain; open space
野獸,野獣/獣,ㄧㄝˇ ㄕㄡˋ,yěshòu,名詞,6,common,ai,word,,,beast; wild animal
業務,業務/仕事,ㄧㄝˋ ㄨˋ,yèwù,名詞,6,common,ai,word,,,business; professional work; service
業餘,アマチュアの/余暇の,ㄧㄝˋ ㄩˊ,yèyú,状態動詞(連体用),6,common,ai,word,,,in one's spare time; outside working hours; amateur (historian etc)
乙,乙/二番目,ㄧˇ,yǐ,名詞,6,common,ai,word,,,"second of the ten Heavenly Stems 十天干[shi2 tian1 gan1]; second in order; letter ""B"" or Roman ""II"" in list ""A, B, C"", or "" ‖ turning stroke (in Chinese characters), "
移,移動する/移す,ㄧˊ,yí,動詞,6,common,ai,word,,,to move; to shift; to change
易,易しい/変化する,ㄧˋ,yì,状態動詞(形容詞),6,common,ai,word,,,easy; amiable; to change
億,一億,ㄧˋ,yì,名詞,6,common,ai,word,,,100 million
醫,医療/治療する,ㄧ,yī,動詞,6,common,ai,word,,,medical; medicine; doctor
一般而言,一般的に言えば,ㄧ ㄅㄚ ㄋㄜˊ ˙ㄦ ㄧㄢˊ,yībānéryán,接続詞,6,common,ai,word,,,generally speaking
以便,～するために,ㄧˇ ㄅㄧㄢˋ,yǐbiàn,接続詞,6,common,ai,word,,,so that; so as to; in order to
一帶,地域/周辺,ㄧ ㄉㄞˋ,yīdài,名詞,6,common,ai,word,,,region; area
一旦,万が一/ひとたび～すれば,ㄧ ㄉㄢˋ,yīdàn,接続詞,6,common,ai,word,,,"in case (sth happens); if; once (sth happens, then...)"
一大早,早朝,ㄧ ㄉㄚˋ ㄗㄠˇ,yīdàzǎo,名詞,6,common,ai,word,,,at dawn; at first light; first thing in the morning
移動,動かす/移動,ㄧˊ ㄉㄨㄥˋ,yídòng,動詞,6,common,ai,word,,,to move; movement; migration
議會,議会,ㄧˋ ㄏㄨㄟˋ,yìhuì,名詞,6,common,ai,word,,,parliament; legislative assembly
已婚,既婚の,ㄧˇ ㄏㄨㄣ,yǐhūn,状態動詞(形容詞),6,common,ai,word,,,married
依據,根拠/～に基づいて,ㄧ ㄐㄩˋ / ㄧ ㄐㄩˋ,yījù / yījù,名詞/介詞(前置詞),6,common,ai,word,,多音字/多義語: 複数の発音・意味を統合,according to; basis; foundation
一口氣,一気に,ㄧ ㄎㄡˇ ㄑㄧˋ,yīkǒuqì,副詞,6,common,ai,word,,,one breath; in one breath; at a stretch
一面,一方で,ㄧ ㄇㄧㄢˋ,yīmiàn,副詞,6,common,ai,word,,,one side; one aspect; simultaneously... (and...)
移民,移住する/移民,ㄧˊ ㄇㄧㄣˊ,yímín,変化動詞,6,common,ai,word,,,to immigrate; to migrate; emigrant
銀,銀/金銭の,ㄧㄣˊ,yín,名詞,6,common,ai,word,,,silver; silver-colored; relating to money or currency
印,印刷する/刻印する,ㄧㄣˋ,yìn,動詞,6,common,ai,word,,,to print; to mark; to engrave
飲,飲む,ㄧㄣˇ,yǐn,動詞,6,common,ai,word,,,to drink ‖ to give (animals) water to drink
因而,したがって,ㄧ ㄋㄜˊ ˙ㄦ,yīnér,接続詞,6,common,ai,word,,,therefore; as a result; thus
引發,引き起こす,ㄧㄣˇ ㄈㄚ,yǐnfā,動詞,6,common,ai,word,,,to lead to; to trigger; to initiate
硬,硬い/断固として,ㄧㄥˋ / ㄧㄥˋ,yìng / yìng,状態動詞(形容詞)/副詞,6,common,ai,word,,多音字/多義語: 複数の発音・意味を統合,hard; stiff; solid; (fig.) strong; firm; resolutely; uncompromisingly
影,映像/映画,ㄧㄥˇ(ㄗ˙),yǐng(zi),名詞,6,common,ai,word,,原表記: 影(子),picture; image; film
影本,コピー/写し,ㄧㄥˇ ㄅㄣˇ,yǐngběn,名詞,6,common,ai,word,,,copy (of a document); book with model calligraphy for copying
應當,～すべきである,ㄧㄥ ㄉㄤ,yīngdāng,副詞,6,common,ai,word,,,should; ought to
贏得,勝ち取る,ㄧㄥˊ ㄉㄜˊ,yíngdé,変化動詞,6,common,ai,word,,,to win; to gain
嬰兒,乳児/赤ちゃん,ㄧㄣ ㄍㄜˊ ˙ㄦ,yīngér,名詞,6,common,ai,word,,,infant; baby; CL:個|个[ge4]
應付,対処する,ㄧㄥˋ ㄈㄨˋ,yìngfù,動詞,6,common,ai,word,,,to deal with; to cope
迎接,出迎える,ㄧㄥˊ ㄐㄧㄝ,yíngjiē,動詞,6,common,ai,word,,,to welcome; to greet
應邀,招きに応じて,ㄧㄥˋ ㄧㄠ,yìngyāo,自動詞,6,common,ai,word,,,at sb's invitation; on invitation
營業,営業する,ㄧㄥˊ ㄧㄝˋ,yíngyè,自動詞,6,common,ai,word,,,to do business; to trade
影印,コピーする,ㄧㄥˇ ㄧㄣˋ,yǐngyìn,動詞,6,common,ai,word,,,photographic reproduction; photocopying; photo-offset
應用,応用する/実用的な,ㄧㄥˋ ㄩㄥˋ,yìngyòng,動詞,6,common,ai,word,,,"to put to use; to apply; practical; applied (science, linguistics etc); application; practical use"
飲食,飲食/食事,ㄧㄣˇ ㄕˊ,yǐnshí,名詞,6,common,ai,word,,,eating and drinking; food and drink; diet
印刷,印刷する,ㄧㄣˋ ㄕㄨㄚ,yìnshuā,自動詞,6,common,ai,word,,,to print; printing
因素,要素/要因,ㄧㄣ ㄙㄨˋ,yīnsù,名詞,6,common,ai,word,,,element; factor; CL:個|个[ge4]
印章,印鑑/ハンコ,ㄧㄣˋ ㄓㄤ,yìnzhāng,名詞,6,common,ai,word,,,seal; signet; chop
