headword,meaning_ja,zhuyin,pinyin,pos,tocfl_level,taiwan_usage,source,entry_type,scene_tags,notes,en_ref
模仿,,ㄇㄛˊ ㄈㄤˇ,mófǎng,動詞,6,common,ai,word,,,to imitate; to copy; to emulate
模糊,,ㄇㄛˊ ㄏㄨˊ,móhú,状態動詞(形容詞),6,common,ai,word,,,vague; indistinct; fuzzy
模型,,ㄇㄛˊ ㄒㄧㄥˊ,móxíng,名詞,6,common,ai,word,,,model; mold; matrix
模樣,,ㄇㄛˊ ㄧㄤˋ,móyàng,名詞,6,common,ai,word,,,look; style; appearance
目標,,ㄇㄨˋ ㄅㄧㄠ,mùbiāo,名詞,6,common,ai,word,,,target; goal; objective
目的地,,ㄇㄨˋ ㄉㄧˋ ㄉㄧˋ,mùdìdì,名詞,6,common,ai,word,,,destination (location)
目錄,,ㄇㄨˋ ㄌㄨˋ,mùlù,名詞,6,common,ai,word,,,catalog; table of contents; directory (on computer hard drive)
奶粉,,ㄋㄞˇ ㄈㄣˇ,nǎifěn,名詞,6,common,ai,word,,,powdered milk
耐心,,ㄋㄞˋ ㄒㄧㄣ,nàixīn,副詞,6,common,ai,word,,,to be patient; patience
耐用,,ㄋㄞˋ ㄩㄥˋ,nàiyòng,状態動詞(形容詞),6,common,ai,word,,,durable
難道,,ㄋㄢˊ ㄉㄠˋ,nándào,副詞,6,common,ai,word,,,don't tell me ...; could it be that...?
難得,,ㄋㄢˊ ㄉㄜˊ,nándé,状態動詞(形容詞),6,common,ai,word,,,seldom; rare; hard to come by
難受,,ㄋㄢˊ ㄕㄡˋ,nánshòu,状態動詞(形容詞),6,common,ai,word,,,to feel unwell; to suffer pain; to be difficult to bear
男性,,ㄋㄢˊ ㄒㄧㄥˋ,nánxìng,名詞,6,common,ai,word,,,the male sex; a male
難以,,ㄋㄢˊ ㄧˇ,nányǐ,副詞,6,common,ai,word,,,"hard to (predict, imagine etc)"
鬧,,ㄋㄠˋ,nào,動詞,6,common,ai,word,,,noisy; cacophonous; to make noise
腦袋,,ㄋㄠˇ ㄉㄞˋ,nǎodài,名詞,6,common,ai,word,,,head; skull; brains
腦筋,,ㄋㄠˇ ㄐㄧㄣ,nǎojīn,名詞,6,common,ai,word,,,brains; mind; head
鬧區,,ㄋㄠˋ ㄑㄩ,nàoqū,名詞,6,common,ai,word,,,downtown
哪怕,,ㄋㄚˇ ㄆㄚˋ,nǎpà,接続詞,6,common,ai,word,,,even; even if; even though
內部,,ㄋㄟˋ ㄅㄨˋ,nèibù,名詞,6,common,ai,word,,,"interior; inside (part, section); internal"
內地,,ㄋㄟˋ ㄉㄧˋ,nèidì,名詞,6,common,ai,word,,,"mainland China (PRC excluding Hong Kong and Macau, but including islands such as Hainan); Japan (used in Taiwan during J ‖ inland"
內行,,ㄋㄟˋ ㄏㄤˊ,nèiháng,状態動詞(形容詞),6,common,ai,word,,,expert; adept; experienced
內科,,ㄋㄟˋ ㄎㄜ,nèikē,名詞,6,common,ai,word,,,internal medicine; general medicine
能幹,,ㄋㄥˊ ㄍㄢˋ,nénggàn,状態動詞(形容詞),6,common,ai,word,,,capable; competent
能源,,ㄋㄥˊ ㄩㄢˊ,néngyuán,名詞,6,common,ai,word,,,energy sources; energy
泥,,ㄋㄧˊ,ní,名詞,6,common,ai,word,,,mud; clay; paste ‖ restrained
膩,,ㄋㄧˋ,nì,状態動詞(形容詞),6,common,ai,word,,,greasy; soft; unctuous
黏,,ㄋㄧㄢˊ,nián,動詞/状態動詞(形容詞),6,common,ai,word,,原表記: 黏/粘,sticky; glutinous; (Tw) to adhere; to stick on; to glue
尿,,ㄋㄧㄠˋ,niào,名詞/自動詞,6,common,ai,word,,,to urinate; urine; CL:泡[pao1] ‖ (coll.) urine
捏,,ㄋㄧㄝ,niē,動詞,6,common,ai,word,,,to hold between the thumb and fingers; to pinch; to mold (using the fingers)
寧可,,ㄋㄧㄥˊ ㄎㄜˇ,níngkě,助動詞,6,common,ai,word,,,preferably; one would prefer to...(or not to...); would rather
寧願,,ㄋㄧㄥˊ ㄩㄢˋ,níngyuàn,助動詞,6,common,ai,word,,,would rather ... (than ...)
泥土,,ㄋㄧˊ ㄊㄨˇ,nítǔ,名詞,6,common,ai,word,,,earth; soil; mud; clay
鈕扣,,ㄋㄧㄡˇ ㄎㄡˋ,niǔkòu,名詞,6,common,ai,word,,,
濃,,ㄋㄨㄥˊ,nóng,状態動詞(形容詞),6,common,ai,word,,,concentrated; dense; strong (smell etc)
農場,,ㄋㄨㄥˊ ㄔㄤˇ,nóngchǎng,名詞,6,common,ai,word,,,farm
農產品,,ㄋㄨㄥˊ ㄔㄢˇ ㄆㄧㄣˇ,nóngchǎnpǐn,名詞,6,common,ai,word,,,agricultural produce
農村,,ㄋㄨㄥˊ ㄘㄨㄣ,nóngcūn,名詞,6,common,ai,word,,,rural area; village; CL:個|个[ge4]
弄錯,,ㄋㄨㄥˋ ㄘㄨㄛˋ,nòngcuò,変化動詞,6,common,ai,word,,,to err; to get sth wrong; to miscalculate
濃厚,,ㄋㄨㄥˊ ㄏㄡˋ,nónghòu,状態動詞(形容詞),6,common,ai,word,,,"dense; thick (fog, clouds etc); to have a strong interest in"
農民,,ㄋㄨㄥˊ ㄇㄧㄣˊ,nóngmín/nóngfū,名詞,6,common,ai,word,,原表記: 農民/農夫,peasant; farmer
農藥,,ㄋㄨㄥˊ ㄧㄠˋ,nóngyào,名詞,6,common,ai,word,,,agricultural chemical; farm chemical; pesticide
暖,,ㄋㄨㄢˇ,nuǎn,状態動詞(形容詞)/動詞,6,common,ai,word,,,warm; to warm
暖氣,,ㄋㄨㄢˇ ㄑㄧˋ,nuǎnqì,名詞,6,common,ai,word,,,central heating; heater; warm air
女性,,ㄋㄩˇ ㄒㄧㄥˋ,nǚxìng,名詞,6,common,ai,word,,,woman; the female sex
偶而,,ㄡˇ ㄦˊ,ǒuér,副詞,6,common,ai,word,,原表記: 偶而/偶爾,occasionally; once in a while
偶然,,ㄡˇ ㄖㄢˊ,ǒurán,状態動詞(形容詞),6,common,ai,word,,,incidentally; occasional; occasionally
排,,ㄆㄞˊ,pái,量詞/動詞,6,common,ai,word,,,a row; a line; to set in order
派,,ㄆㄞˋ,pài,動詞,6,common,ai,word,,,(literary) tributary; branch of a river; clique; school; group; faction; (bound form) style; manner
排斥,,ㄆㄞˊ ㄔˋ,páichì,動詞,6,common,ai,word,,,to reject; to exclude; to eliminate
排列,,ㄆㄞˊ ㄌㄧㄝˋ,páiliè,動詞,6,common,ai,word,,,to arrange in order; (math.) permutation
排球,,ㄆㄞˊ ㄑㄧㄡˊ,páiqiú,名詞,6,common,ai,word,,,volleyball; CL:個|个[ge4]
攀,,ㄆㄢ,pān,動詞,6,common,ai,word,,,to climb (by pulling oneself up); to implicate; to claim connections of higher status
判斷,,ㄆㄢˋ ㄉㄨㄢˋ,pànduàn,動詞,6,common,ai,word,,,to judge; to determine; judgment
炮,,ㄆㄠˋ,pào,名詞,6,common,ai,word,,,to sauté; to fry; to dry by heating ‖ to prepare herbal medicine by roasting o
砲,,ㄆㄠˋ,pào,名詞,6,common,ai,word,,,variant of 炮[pao4]
賠,,ㄆㄟˊ,péi,動詞,6,common,ai,word,,,to compensate for loss; to indemnify; to suffer a financial loss
賠償,,ㄆㄟˊ ㄔㄤˊ,péicháng,動詞,6,common,ai,word,,,to compensate
佩服,,ㄆㄟˋ ㄈㄨˊ,pèifú,状態動詞,6,common,ai,word,,,to admire
陪同,,ㄆㄟˊ ㄊㄨㄥˊ,péitóng,動詞,6,common,ai,word,,,to accompany
盆,,ㄆㄣˊ,pén,量詞,6,common,ai,word,,,"basin; flower pot; unit of volume equal to 12 斗[dou3] and 8 升[sheng1], approx 128 liters"
噴,,ㄆㄣ,pēn,動詞,6,common,ai,word,,,to spout; to spurt; to spray; to puff; (slang) to criticize scathingly (esp. online) ‖ (of a smell) strong
捧,,ㄆㄥˇ,pěng,動詞,6,common,ai,word,,,to hold or offer with both hands; to sing the praises of; classifier for what can be held in both hands
碰見,,ㄆㄥˋ ㄐㄧㄢˋ,pèngjiàn,変化動詞,6,common,ai,word,,,to run into; to meet (unexpectedly); to bump into
膨脹,,ㄆㄥˊ ㄓㄤˋ,péngzhàng,変化動詞,6,common,ai,word,,,to expand; to inflate; to swell
皮,,ㄆㄧˊ,pí,状態動詞(形容詞),6,common,ai,word,,,leather; skin; fur
匹,,ㄆㄧ,pī,量詞,6,common,ai,word,,,"(bound form) matching; comparable to; (bound form) alone; single; one of a pair; classifier for horses, mules etc (Taiwa"
批,,ㄆㄧ,pī,量詞/動詞,6,common,ai,word,,,to ascertain; to act on; to criticize
披,,ㄆㄧ,pī,動詞,6,common,ai,word,,,to drape over one's shoulders; to open; to unroll
騙,,ㄆㄧㄢˋ,piàn,動詞,6,common,ai,word,,,to cheat; to swindle; to deceive
偏,,ㄆㄧㄢ,piān/piānpiān,副詞,6,common,ai,word,,原表記: 偏/偏偏,to lean; to slant; oblique
片面,,ㄆㄧㄢˋ ㄇㄧㄢˋ,piànmiàn,状態動詞(連体用),6,common,ai,word,,,unilateral; one-sided
偏食,,ㄆㄧㄢ ㄕˊ,piānshí,状態動詞(形容詞),6,common,ai,word,,,"partial to (some kinds of food, usu. unhealthy); having likes and dislikes; partial eclipse"
偏向,,ㄆㄧㄢ ㄒㄧㄤˋ,piānxiàng,状態動詞,6,common,ai,word,,,partial towards sth; to prefer; to incline
片子,,ㄆㄧㄢˋ ˙ㄗ,piànzi,名詞,6,common,ai,word,,,film; movie; film reel ‖ thin flake
飄,,ㄆㄧㄠ,piāo,自動詞,6,common,ai,word,,,to float (in the air); to flutter; to waft; complacent; frivolous; weak; shaky; wobbly
屁股,,ㄆㄧˋ ㄍㄨˇ,pìgǔ,名詞,6,common,ai,word,,,buttocks; bottom; butt
疲倦,,ㄆㄧˊ ㄐㄩㄢˋ,píjuàn,状態動詞(形容詞),6,common,ai,word,,,to tire; tired
疲勞,,ㄆㄧˊ ㄌㄠˊ,píláo,状態動詞(形容詞),6,common,ai,word,,,fatigue; wearily; weariness
品德,,ㄆㄧㄣˇ ㄉㄜˊ,pǐndé,名詞,6,common,ai,word,,,moral character
憑,,ㄆㄧㄥˊ,píng,介詞(前置詞),6,common,ai,word,,,to lean against; to rely on; on the basis of
平常,,ㄆㄧㄥˊ ㄔㄤˊ,píngcháng,状態動詞(形容詞),6,common,ai,word,,,ordinary; common; usually
平衡,,ㄆㄧㄥˊ ㄏㄥˊ,pínghéng,状態動詞,6,common,ai,word,,,balance; equilibrium
平靜,,ㄆㄧㄥˊ ㄐㄧㄥˋ,píngjìng,状態動詞(形容詞),6,common,ai,word,,,tranquil; undisturbed; serene
平均,,ㄆㄧㄥˊ ㄐㄩㄣ,píngjūn,状態動詞(形容詞),6,common,ai,word,,,average; on average; evenly; in equal proportions
乒乓球,,ㄆㄧㄥ ㄆㄤ ㄑㄧㄡˊ,pīngpāngqiú /zhuōqiú,名詞,6,common,ai,word,,原表記: 乒乓球/桌球,table tennis; ping-pong; table tennis ball
拼命,,ㄆㄧㄣ ㄇㄧㄥˋ,pīnmìng,状態動詞(形容詞),6,common,ai,word,,,to do one's utmost; with all one's might; at all costs; (to work or fight) as if one's life depends on it
聘請,,ㄆㄧㄣˋ ㄑㄧㄥˇ,pìnqǐng,動詞,6,common,ai,word,,,to engage; to hire (a lawyer etc)
貧窮,,ㄆㄧㄣˊ ㄑㄩㄥˊ,pínqióng/pín,状態動詞(形容詞),6,common,ai,word,,原表記: 貧窮/貧,poor; impoverished
批判,,ㄆㄧ ㄆㄢˋ,pīpàn,動詞,6,common,ai,word,,,to criticize; critique; CL:個|个[ge4]
脾氣,,ㄆㄧˊ ㄑㄧˋ,píqì,名詞,6,common,ai,word,,,character; temperament; disposition; bad temper; CL:股[gu3]
頗,,ㄆㄛˇ,pǒ,副詞,6,common,ai,word,,,rather; quite; considerably
破爛,,ㄆㄛˋ ㄌㄢˋ,pòlàn,状態動詞(形容詞),6,common,ai,word,,,worn-out; dilapidated; tattered; ragged; (coll.) rubbish; junk
破裂,,ㄆㄛˋ ㄌㄧㄝˋ,pòliè,変化動詞,6,common,ai,word,,,to burst; to rupture; (of a relationship etc) to break down
婆婆,,ㄆㄛˊ ˙ㄆㄛ,pópo,名詞,6,common,ai,word,,,husband's mother; mother-in-law; grandma
迫切,,ㄆㄛˋ ㄑㄧㄝˋ,pòqiè,状態動詞(形容詞),6,common,ai,word,,,urgent; pressing
撲,,ㄆㄨ,pū,動詞,6,common,ai,word,,,to throw oneself at; to pounce on; to devote one's energies
鋪,,ㄆㄨ,pū,動詞,6,common,ai,word,,,to spread; to display; to set up ‖ plank bed
瀑布,,ㄆㄨˋ ㄅㄨˋ,pùbù,名詞,6,common,ai,word,,,waterfall
普及,,ㄆㄨˇ ㄐㄧˊ,pǔjí,状態動詞(形容詞),6,common,ai,word,,,to spread extensively; to generalize; widespread
撲滅,,ㄆㄨ ㄇㄧㄝˋ,pūmiè,動詞,6,common,ai,word,,,to eradicate; to extinguish
普通,,ㄆㄨˇ ㄊㄨㄥ,pǔtōng,状態動詞(形容詞),6,common,ai,word,,,common; ordinary; general
普通話,,ㄆㄨˇ ㄊㄨㄥ ㄏㄨㄚˋ,pǔtōnghuà,名詞,6,common,ai,word,,,Mandarin (common language); Putonghua (common speech of the Chinese language); ordinary speech
期,,ㄑㄧˊ,qí,名詞,6,common,ai,word,,,a period of time; phase; stage
起,,ㄑㄧˇ,qǐ,量詞/動詞,6,common,ai,word,,,to rise; to raise; to get up
其,,ㄑㄧˊ,qí,名詞,6,common,ai,word,,,his; her; its
棋,,ㄑㄧˊ,qí,名詞,6,common,ai,word,,,chess; chess-like game; a game of chess
齊,,ㄑㄧˊ,qí,状態動詞(形容詞),6,common,ai,word,,,(name of states and dynasties at several different periods); surname Qi ‖ neat
旗,,ㄑㄧˊ(ㄗ˙),qí(zi),名詞,6,common,ai,word,,原表記: 旗(子),banner; flag; (in Qing times) Manchu (cf. 八旗[Ba1 qi2])
妻,,ㄑㄧ,qī/qīzǐ,名詞,6,common,ai,word,,原表記: 妻/妻子,(bound form) wife ‖ to marry off (a daughter)
欠,,ㄑㄧㄢˋ,qiàn,動詞,6,common,ai,word,,,to owe; to lack; (literary) to be deficient in
牽,,ㄑㄧㄢ,qiān,動詞,6,common,ai,word,,,to lead along; to pull (an animal on a tether); (bound form) to involve
遷,,ㄑㄧㄢ,qiān,動詞,6,common,ai,word,,,to move; to shift; to change (a position or location etc)
簽,,ㄑㄧㄢ,qiān,動詞,6,common,ai,word,,,to sign one's name; to write brief comments on a document; inscribed bamboo stick (variant of 籤|签[qian1])
簽訂,,ㄑㄧㄢ ㄉㄧㄥˋ,qiāndìng,動詞,6,common,ai,word,,,to agree to and sign (a treaty etc)
前方,,ㄑㄧㄢˊ ㄈㄤ,qiánfāng,名詞,6,common,ai,word,,,ahead; the front
強,,ㄑㄧㄤˊ,qiáng,状態動詞(形容詞),6,common,ai,word,,,stubborn; unyielding ‖ strong
槍,,ㄑㄧㄤ,qiāng,名詞,6,common,ai,word,,,gun; firearm; rifle
牆,,ㄑㄧㄤˊ,qiáng/qiángbì,名詞,6,common,ai,word,,原表記: 牆/牆壁,"wall (CL:面[mian4],堵[du3]); (slang) to block (a website) (usu. in the passive: 被牆|被墙[bei4 qiang2])"
強大,,ㄑㄧㄤˊ ㄉㄚˋ,qiángdà,状態動詞(形容詞),6,common,ai,word,,,big and strong; formidable; powerful
強度,,ㄑㄧㄤˊ ㄉㄨˋ,qiángdù,名詞,6,common,ai,word,,,strength; intensity; CL:個|个[ge4]
搶救,,ㄑㄧㄤˇ ㄐㄧㄡˋ,qiǎngjiù,動詞,6,common,ai,word,,,to rescue
強烈,,ㄑㄧㄤˊ ㄌㄧㄝˋ,qiángliè,状態動詞(形容詞),6,common,ai,word,,,strong; intense
強迫,,ㄑㄧㄤˇ ㄆㄛˋ,qiǎngpò,動詞,6,common,ai,word,,,to compel; to force
強人,,ㄑㄧㄤˊ ㄖㄣˊ,qiángrén,名詞,6,common,ai,word,,,"(politics) strongman; (in the workplace, esp. of a woman) a highly capable person; (old) robber"
前進,,ㄑㄧㄢˊ ㄐㄧㄣˋ,qiánjìn,動詞,6,common,ai,word,,,to go forward; to forge ahead; to advance
前頭,,ㄑㄧㄢˊ ˙ㄊㄡ,qiántou,名詞,6,common,ai,word,,,in front; at the head; ahead
前途,,ㄑㄧㄢˊ ㄊㄨˊ,qiántú,名詞,6,common,ai,word,,,prospects; future outlook; journey
千萬,,ㄑㄧㄢ ㄨㄢˋ,qiānwàn,副詞,6,common,ai,word,,,ten million; countless; many
前往,,ㄑㄧㄢˊ ㄨㄤˇ,qiánwǎng,動詞,6,common,ai,word,,,to leave for; to proceed towards; to go to
歉意,,ㄑㄧㄢˋ ㄧˋ,qiànyì,名詞,6,common,ai,word,,,apology; regret
前院,,ㄑㄧㄢˊ ㄩㄢˋ,qiányuàn,名詞,6,common,ai,word,,,front courtyard; front yard
簽約,,ㄑㄧㄢ ㄩㄝ,qiānyuē,離合動詞,6,common,ai,word,,,to sign a contract or agreement
簽字,,ㄑㄧㄢ ㄗˋ,qiānzì,離合動詞,6,common,ai,word,,,to sign (one's name); signature
巧,,ㄑㄧㄠˇ,qiǎo,状態動詞(形容詞),6,common,ai,word,,,opportunely; coincidentally; as it happens
瞧,,ㄑㄧㄠˊ,qiáo,動詞,6,common,ai,word,,,to look at; to see; to see (a doctor)
敲,,ㄑㄧㄠ,qiāo,動詞,6,common,ai,word,,,to hit; to strike; to tap
巧妙,,ㄑㄧㄠˇ ㄇㄧㄠˋ,qiǎomiào,状態動詞(形容詞),6,common,ai,word,,,ingenious; clever; ingenuity; artifice
悄悄,,ㄑㄧㄠˇ ㄑㄧㄠˇ,qiǎoqiǎo/qiǎo,副詞,6,common,ai,word,,原表記: 悄悄/悄,quiet; making little or no noise; surreptitious; stealthy; anxious; worried
器材,,ㄑㄧˋ ㄘㄞˊ,qìcái,名詞,6,common,ai,word,,,equipment; material
起初,,ㄑㄧˇ ㄔㄨ,qǐchū,副詞,6,common,ai,word,,,originally; at first; at the outset
期待,,ㄑㄧˊ ㄉㄞˋ,qídài,状態動詞,6,common,ai,word,,,to look forward to; to await; expectation
切,,ㄑㄧㄝ,qiē,動詞,6,common,ai,word,,,to cut; to slice; to carve; (math) tangential ‖ definitely; absolutely (not)
氣憤,,ㄑㄧˋ ㄈㄣˋ,qìfèn,状態動詞(形容詞),6,common,ai,word,,,indignant; furious
氣氛,,ㄑㄧˋ ㄈㄣ,qìfēn,名詞,6,common,ai,word,,,atmosphere; mood
器官,,ㄑㄧˋ ㄍㄨㄢ,qìguān,名詞,6,common,ai,word,,,(physiology) organ; apparatus
氣候,,ㄑㄧˋ ㄏㄡˋ,qìhòu,名詞,6,common,ai,word,,,(meteorology) climate; (fig.) climate; prevailing conditions (in human affairs); CL:種|种[zhong3]
起火,,ㄑㄧˇ ㄏㄨㄛˇ,qǐhuǒ,変化動詞,6,common,ai,word,,,to catch fire; to cook; to get angry
親愛,,ㄑㄧ ㄋㄞˋ,qīnài,状態動詞(連体用),6,common,ai,word,,,dear; beloved; darling
青,,ㄑㄧㄥ,qīng,状態動詞(形容詞),6,common,ai,word,,,"abbr. for 青海[Qing1 hai3], Qinghai Province ‖ green"
清,,ㄑㄧㄥ,qīng,動詞,6,common,ai,word,,,Qing (Wade-Giles: Ch'ing) dynasty of China (1644-1911); surname Qing ‖ (of water etc) clear; clean
清晨,,ㄑㄧㄥ ㄔㄣˊ,qīngchén,名詞,6,common,ai,word,,,early morning
清除,,ㄑㄧㄥ ㄔㄨˊ,qīngchú,動詞,6,common,ai,word,,,to clear away; to eliminate; to get rid of
清淡,,ㄑㄧㄥ ㄉㄢˋ,qīngdàn,状態動詞(形容詞),6,common,ai,word,,,"light (of food, not greasy or strongly flavored); insipid; slack (sales)"
輕傷,,ㄑㄧㄥ ㄕㄤ,qīngshāng,名詞,6,common,ai,word,,,lightly wounded; minor injuries
輕視,,ㄑㄧㄥ ㄕˋ,qīngshì,状態動詞,6,common,ai,word,,,contempt; contemptuous; to despise
情書,,ㄑㄧㄥˊ ㄕㄨ,qíngshū,名詞,6,common,ai,word,,,love letter
清晰,,ㄑㄧㄥ ㄒㄧ,qīngxī,状態動詞(形容詞),6,common,ai,word,,,clear; distinct
傾向,,ㄑㄧㄥ ㄒㄧㄤˋ,qīngxiàng,状態動詞,6,common,ai,word,,,trend; tendency; orientation
清醒,,ㄑㄧㄥ ㄒㄧㄥˇ,qīngxǐng,状態動詞(形容詞),6,common,ai,word,,,clear-headed; sober; awake
情緒,,ㄑㄧㄥˊ ㄒㄩˋ,qíngxù,名詞,6,common,ai,word,,,mood; state of mind; moodiness
侵害,,ㄑㄧㄣ ㄏㄞˋ,qīnhài,動詞,6,common,ai,word,,,to encroach on; to infringe on
親口,,ㄑㄧㄣ ㄎㄡˇ,qīnkǒu,副詞,6,common,ai,word,,,one's own mouth; fig. in one's own words; to say sth personally
勤勞,,ㄑㄧㄣˊ ㄌㄠˊ,qínláo,状態動詞(形容詞),6,common,ai,word,,,hardworking; industrious; diligent
親戚,,ㄑㄧㄣ ㄑㄧ,qīnqī,名詞,6,common,ai,word,,,"a relative (i.e. family relation); CL:門|门[men2],個|个[ge4],位[wei4]"
親人,,ㄑㄧㄣ ㄖㄣˊ,qīnrén,名詞,6,common,ai,word,,,one's close relatives
侵入,,ㄑㄧㄣ ㄖㄨˋ,qīnrù,動詞,6,common,ai,word,,,to make (military) incursions; to invade; to intrude into
寢室,,ㄑㄧㄣˇ ㄕˋ,qǐnshì,名詞,6,common,ai,word,,,bedroom; dormitory; CL:間|间[jian1]
旗袍,,ㄑㄧˊ ㄆㄠˊ,qípáo,名詞,6,common,ai,word,,,Chinese-style dress; cheongsam
欺騙,,ㄑㄧ ㄆㄧㄢˋ,qīpiàn,動詞,6,common,ai,word,,,to deceive; to cheat
齊全,,ㄑㄧˊ ㄑㄩㄢˊ,qíquán,状態動詞(形容詞),6,common,ai,word,,,complete; comprehensive
歧視,,ㄑㄧˊ ㄕˋ,qíshì,状態動詞,6,common,ai,word,,,to discriminate against; discrimination
企圖,,ㄑㄧˋ ㄊㄨˊ,qìtú,名詞/助動詞,6,common,ai,word,,,to attempt; to try; attempt
球隊,,ㄑㄧㄡˊ ㄉㄨㄟˋ,qiúduì,名詞,6,common,ai,word,,,"sports team (basketball, soccer, football etc)"
求婚,,ㄑㄧㄡˊ ㄏㄨㄣ,qiúhūn,離合動詞,6,common,ai,word,,,to propose marriage
秋季,,ㄑㄧㄡ ㄐㄧˋ,qiūjì,名詞,6,common,ai,word,,,autumn; fall
球鞋,,ㄑㄧㄡˊ ㄒㄧㄝˊ,qiúxié,名詞,6,common,ai,word,,,athletic shoes
期望,,ㄑㄧˊ ㄨㄤˋ,qíwàng,状態動詞,6,common,ai,word,,,to have expectations; to earnestly hope; expectation
氣味,,ㄑㄧˋ ㄨㄟˋ,qìwèi,名詞,6,common,ai,word,,,odor; scent
氣息,,ㄑㄧˋ ㄒㄧˊ,qìxí,名詞,6,common,ai,word,,,breath; smell; odor
期限,,ㄑㄧˊ ㄒㄧㄢˋ,qíxiàn,名詞,6,common,ai,word,,,time limit; deadline; allotted time
氣象,,ㄑㄧˋ ㄒㄧㄤˋ,qìxiàng,名詞,6,common,ai,word,,,meteorological condition; weather; meteorology; atmosphere; ambience; scene
汽油,,ㄑㄧˋ ㄧㄡˊ,qìyóu,名詞,6,common,ai,word,,,gasoline
其餘,,ㄑㄧˊ ㄩˊ,qíyú,限定詞,6,common,ai,word,,,the rest; the others; remaining
取,,ㄑㄩˇ,qǔ,動詞,6,common,ai,word,,,to take; to get; to choose
娶,,ㄑㄩˇ,qǔ,動詞,6,common,ai,word,,,to take a wife; to marry (a woman)
勸,,ㄑㄩㄢˋ,quàn,動詞,6,common,ai,word,,,to advise; to urge; to try to persuade
圈,,ㄑㄩㄢ,quān,量詞,6,common,ai,word,,,to confine; to lock up; to pen in ‖ livestock enclosure; pen; fold; sty
全家,,ㄑㄩㄢˊ ㄐㄧㄚ,quánjiā,名詞,6,common,ai,word,,,FamilyMart (convenience store chain) ‖ whole family
權利,,ㄑㄩㄢˊ ㄌㄧˋ,quánlì,名詞,6,common,ai,word,,,right (i.e. an entitlement to sth); (classical) power and wealth
全面,,ㄑㄩㄢˊ ㄇㄧㄢˋ,quánmiàn,副詞/状態動詞(連体用),6,common,ai,word,,,all-around; comprehensive; total
全體,,ㄑㄩㄢˊ ㄊㄧˇ,quántǐ,名詞,6,common,ai,word,,,all; entire
拳頭,,ㄑㄩㄢˊ ˙ㄊㄡ,quántou,名詞,6,common,ai,word,,,fist; clenched fist; CL:個|个[ge4]
區別,,ㄑㄩ ㄅㄧㄝˊ,qūbié,名詞/動詞,6,common,ai,word,,,difference; to distinguish; to discriminate
取得,,ㄑㄩˇ ㄉㄜˊ,qǔdé,変化動詞,6,common,ai,word,,,to acquire; to get; to obtain
缺,,ㄑㄩㄝ,quē,状態動詞,6,common,ai,word,,,deficiency; lack; scarce
缺乏,,ㄑㄩㄝ ㄈㄚˊ,quēfá,状態動詞,6,common,ai,word,,,to lack; to be short of
缺少,,ㄑㄩㄝ ㄕㄠˇ,quēshǎo,状態動詞,6,common,ai,word,,,lack; shortage of; shortfall
確實,,ㄑㄩㄝˋ ㄕˊ,quèshí,状態動詞(形容詞),6,common,ai,word,,,indeed; really; reliable
缺席,,ㄑㄩㄝ ㄒㄧˊ,quēxí,状態動詞(形容詞),6,common,ai,word,,,to be absent
群,,ㄑㄩㄣˊ,qún,量詞,6,common,ai,word,,原表記: 群/羣(ㄑㄩㄣˊ),"group; crowd; flock, herd, pack etc"
群眾,,ㄑㄩㄣˊ ㄓㄨㄥˋ,qúnzhòng,名詞,6,common,ai,word,,,mass; multitude; the masses
取笑,,ㄑㄩˇ ㄒㄧㄠˋ,qǔxiào,動詞,6,common,ai,word,,,to tease; to make fun of
取消,,ㄑㄩˇ ㄒㄧㄠ,qǔxiāo,動詞,6,common,ai,word,,,to cancel; cancellation
區域,,ㄑㄩ ㄩˋ,qūyù,名詞,6,common,ai,word,,,area; region; district
曲折,,ㄑㄩ ㄓㄜˊ,qūzhé,状態動詞(形容詞),6,common,ai,word,,,winding; (fig.) complicated
染,,ㄖㄢˇ,rǎn,動詞,6,common,ai,word,,,to dye; to catch (a disease); to acquire (bad habits etc)
然而,,rㄚˊ ㄋㄜˊ ˙ㄦ,ránér,接続詞,6,common,ai,word,,,however; but; yet
